index,school_type,region,gender,grade,counselling_purpose,question1,question2,question3,question4,question5,question6
S-3746,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,5,1,3,1
S-3760,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,3,5,1,5
S-3767,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,1,5,5,2
S-3774,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,5,5,4,5
S-3783,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,5,1,5,1
S-3853,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,5,4,1,1
S-3936,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,4,3,1,5
S-3940,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,4,5,5,2
S-3941,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,5,1,4,3
S-3947,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,4,5,4,1
S-3949,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,5,3,3,2
S-3952,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,2,1,4,2
S-3954,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,3,3,1,1
S-3955,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,5,4,5,2
S-3957,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,2,4,3,2
S-3958,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,2,5,1,2
S-3960,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,1,5,1,2
S-3961,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,2,4,1,4
S-3963,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,3,2,1,3
S-3965,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,5,5,5,2
S-3969,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,4,3,4,1
S-3972,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,4,2,5,2
S-3973,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,2,5,5,1
S-3975,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,2,3,1,4,4
S-3977,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,4,5,2,4
S-3981,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,4,2,2,4
S-3986,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,1,3,2,5
S-4057,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,3,5,1,3
S-4060,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,1,3,3,4
S-4061,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,1,3,4,2
S-4063,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,3,2,1,5
S-4064,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,2,4,4,5
S-4065,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,4,2,3,1
S-4066,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,3,5,3,5
S-4067,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,2,3,4,5
S-4068,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,5,5,5,1
S-4069,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,3,1,1,5
S-4070,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,3,4,3,5
S-4072,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,3,3,3,3
S-4073,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,1,2,3,5
S-4074,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,1,4,3,2
S-4076,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,2,2,2,3
S-4077,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,5,2,2,4
S-4079,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,3,4,4,4
S-4080,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,2,1,3,4
S-4081,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,3,1,4,4
S-4083,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,3,1,1,1
S-4085,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,5,1,2,3
S-4086,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,3,1,3,5
S-4087,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,2,1,3,2
S-4088,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,3,1,4,1
S-4092,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,2,3,5,4
S-4093,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,3,1,4,4
S-4094,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,4,3,3,1
S-4095,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,4,4,3,3
S-4096,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,1,5,2,1
S-4098,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,2,3,1,5
S-4099,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,1,3,1,3
S-4101,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,4,1,1,4
S-4102,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,4,1,5,1
S-4103,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,4,1,4,4
S-4126,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,5,4,4,4
S-4127,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,4,2,3,4
S-4128,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,1,4,3,2
S-4130,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,4,1,1,5
S-4131,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,1,5,5,5
S-4132,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,2,5,1,2
S-4133,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,4,2,2,3
S-4135,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,2,1,2,1
S-4136,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,5,1,4,1
S-4137,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,1,2,2,5
S-4140,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,3,3,3,3
S-4141,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,5,4,3,4
S-4142,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,2,1,1,2
S-4143,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,1,4,3,5
S-4144,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,3,2,2,4
S-4145,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,1,4,5,1
S-4146,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,3,5,5,3
S-4147,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,5,4,3,5
S-4148,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,4,4,2,5
S-4149,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,4,3,2,5
S-4151,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,1,1,5,1
S-4152,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,5,3,2,4
S-4153,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,4,5,2,3
S-4154,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,5,5,2,3
S-4155,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,2,2,4,3
S-4156,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,2,4,5,4
S-4157,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,5,4,1,4
S-4158,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,1,3,2,5
S-4160,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,1,4,1,5
S-4161,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,5,4,2,4
S-4162,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,2,1,1,2
S-4163,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,5,1,4,1
S-4165,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,4,4,5,2
S-4166,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,2,4,1,4
S-4167,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,5,1,5,4
S-4168,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,5,1,2,4
S-4169,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,3,3,5,4
S-4170,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,3,5,4,1
S-4171,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,1,5,2,1
S-4172,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,4,5,3,3
S-4173,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,2,1,5,3
S-4174,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,5,5,4,5
S-4175,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,2,3,2,1
S-4176,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,2,3,2,4
S-4177,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,3,4,2,1
S-4178,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,3,1,3,5
S-4179,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,1,4,1,5
S-4180,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,5,3,5,1
S-4181,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,3,3,5,2
S-4182,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,3,5,1,2
S-4184,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,2,2,3,2
S-4189,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,4,5,4,5
S-4190,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,4,5,2,1
S-4191,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,2,5,4,2
S-4193,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,3,4,4,1
S-4194,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,5,5,5,3
S-4201,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,2,3,1,3
S-4228,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,4,5,4,4
S-4229,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,5,2,5,1
S-4230,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,3,3,4,5
S-4236,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,3,3,5,2
S-4237,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,4,1,4,5
S-4240,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,3,5,5,3
S-4241,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,5,3,1,5
S-4247,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,1,1,3,3
S-4248,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,3,5,1,4
S-4251,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,1,5,4,2
S-4252,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,3,2,3,5
S-4254,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,3,4,5,1
S-4259,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,2,4,1,1
S-4260,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,2,5,3,2
S-4264,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,1,1,5,3
S-4265,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,3,2,3,2
S-4267,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,5,2,3,3
S-4296,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,4,2,4,2
S-4343,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,5,5,2,1
S-4351,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,5,4,2,3
S-4352,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,4,2,5,4
S-4353,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,1,2,5,3
S-4355,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,2,1,1,1
S-4359,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,5,3,3,3
S-4360,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,2,2,5,5
S-4362,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,5,1,5,5
S-4363,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,4,1,1,3
S-4364,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,3,2,5,1
S-4370,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,2,2,4,4,2
S-4371,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,3,5,5,1
S-4374,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,4,4,4,4
S-4376,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,2,2,5,4
S-4378,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,4,4,5,2
S-4379,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,1,4,4,5
S-4381,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,5,4,3,5
S-4383,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,2,3,1,4
S-4384,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,2,3,1,3
S-4385,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,5,5,1,5
S-4386,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,1,3,2,2
S-4387,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,1,1,3,3
S-4388,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,2,5,4,2
S-4389,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,5,5,5,3
S-4391,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,2,3,5,4
S-4393,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,3,4,4,3
S-4396,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,3,2,5,3
S-4399,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,4,4,4,1
S-4400,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,2,1,2,3
S-4402,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,2,1,1,2
S-4406,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,3,4,1,5
S-4408,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,3,5,4,1
S-4410,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,2,2,1,3,4
S-4412,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,1,3,4,4
S-4475,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,5,3,2,2
S-4476,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,1,4,3,5
S-4600,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,1,5,1,2
S-4601,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,2,5,4,3
S-4603,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,5,4,5,2
S-4604,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,1,5,4,4
S-4605,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,4,4,4,2
S-4607,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,1,1,4,1
S-4608,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,5,1,5,1
S-4609,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,1,1,4,1
S-4611,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,3,1,3,1
S-4613,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,1,3,2,3
S-4615,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,4,5,1,1
S-4616,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,2,4,2,3
S-4621,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,4,2,2,2
S-4623,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,5,5,5,3
S-4624,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,1,4,4,3
S-4626,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,4,5,2,1
S-4627,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,4,5,3,3
S-4629,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,5,3,3,3
S-4630,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,4,1,1,4
S-4632,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,2,5,1,3
S-4633,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,5,5,5,4
S-4634,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,3,1,5,3
S-4635,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,2,1,2,4
S-4636,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,1,5,2,2
S-4637,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,3,4,5,3
S-4640,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,1,5,1,1
S-4641,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,1,1,2,2
S-4643,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,1,4,5,4
S-4645,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,2,3,1,1,3
S-4646,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,1,3,3,4
S-4648,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,2,1,3,1
S-4649,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,1,2,2,4
S-4650,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,3,4,2,3
S-4651,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,3,1,1,2
S-4654,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,4,3,2,3
S-4655,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,4,1,2,3
S-4656,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,3,5,4,3
S-4657,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,4,1,5,2
S-4658,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,1,3,4,2
S-4659,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,1,1,5,2
S-4660,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,4,2,4,3
S-4662,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,3,4,2,1
S-4663,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,3,5,4,2
S-4664,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,2,4,3,5
S-4778,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,1,2,5,4
S-4779,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,3,3,2,3
S-4780,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,1,4,3,4
S-4781,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,4,2,3,4
S-4783,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,2,2,2,2
S-4784,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,1,5,4,1
S-4786,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,1,4,4,4
S-4911,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,4,5,4,5
S-4912,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,5,3,4,2
S-4913,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,3,3,2,1
S-4914,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,2,3,3,2
S-4915,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,3,3,1,1
S-4916,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,4,3,4,2
S-4917,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,1,1,5,1
S-4918,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,2,4,2,1
S-4920,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,2,2,1,4
S-4921,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,5,4,4,3
S-4923,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,4,1,3,5
S-4924,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,2,4,1,5
S-4926,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,1,4,4,2
S-4927,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,2,4,1,3
S-4928,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,2,5,3,5
S-4939,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,4,4,4,3
S-4986,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,3,4,5,4
S-5031,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,3,5,2,2
S-5038,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,1,5,4,3
S-5041,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,5,2,5,1
S-5061,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,1,2,4,5
S-5062,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,2,2,1,4
S-5072,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,4,2,3,2
S-5092,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,2,2,2,4
S-5140,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,5,3,2,4
S-5148,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,4,3,4,5
S-5149,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,5,5,3,3
S-5151,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,5,4,5,3
S-5152,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,5,2,1,5
S-5154,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,1,3,4,3
S-5155,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,4,5,5,3
S-5156,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,4,2,1,4
S-5157,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,5,5,3,5
S-5158,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,2,3,4,4
S-5159,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,5,1,5,4
S-5160,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,1,3,3,3
S-5252,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,4,4,4,5
S-5253,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,2,4,3,4
S-5254,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,3,3,3,2
S-5307,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,1,4,2,4
S-5308,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,2,5,1,1
S-5309,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,4,2,3,2
S-5310,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,5,4,4,5
S-5311,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,3,1,5,3
S-5313,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,5,4,3,1
S-5314,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,2,2,2,5
S-5315,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,3,4,1,3
S-5317,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,4,3,5,3
S-5319,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,2,2,3,2
S-5320,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,1,1,4,1
S-5321,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,4,5,4,4
S-5322,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,2,5,3,5
S-5323,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,2,2,4,3
S-5324,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,3,2,4,1
S-5326,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,2,4,3,2
S-5327,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,3,5,3,5
S-5329,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,3,5,4,4
S-5332,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,2,4,2,3
S-5335,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,5,1,3,5
S-5336,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,5,5,5,2
S-5337,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,4,5,5,5
S-5338,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,3,4,3,5
S-5339,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,4,5,2,1
S-5340,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,4,3,4,1
S-5341,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,5,1,1,1
S-5343,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,3,3,3,4
S-5345,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,2,1,1,5
