index,school_type,region,gender,grade,counselling_purpose,question1,question2,question3,question4,question5,question6
S-5213,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,5,5,4,4
S-5214,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,4,5,4,4
S-5215,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,4,4,3,4
S-5216,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,4,2,1,2
S-5217,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,5,1,2,4
S-5218,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,1,1,4,2
S-5219,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,2,3,2,5
S-5220,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,5,2,2,4
S-5222,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,2,5,1,5
S-5223,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,5,5,4,5
S-5224,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,1,3,5,4
S-5226,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,4,4,4,4
S-5227,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,1,3,1,1
S-5228,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,1,3,5,5
S-5231,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,4,1,1,5
S-5232,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,3,2,3,4
S-5233,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,5,5,3,5
S-5234,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,2,1,5,2
S-5235,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,3,4,1,2
S-5236,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,2,2,4,1
S-5237,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,5,2,3,5
S-5238,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,5,2,4,3
S-5239,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,1,5,2,2
S-5240,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,2,4,5,4
S-5241,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,5,3,5,5
S-5242,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,2,3,3,1
S-5243,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,1,3,3,3
S-5244,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,4,3,1,3
S-5245,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,4,5,1,4
S-5246,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,5,2,2,5
S-5247,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,3,1,1,4
S-5248,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,1,5,4,5
S-5249,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,2,4,1,2
S-5250,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,3,2,2,1
S-5257,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,3,5,5,3
S-5258,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,1,4,4,3
S-5259,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,3,4,5,1
S-5260,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,4,3,1,2
S-5261,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,2,2,1,5
S-5262,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,4,3,5,4
S-5263,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,5,4,3,4
S-5264,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,4,1,2,2
S-5266,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,1,1,2,4
S-5268,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,5,1,2,4
S-5294,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,3,5,2,4
S-5295,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,5,1,2,2
S-5296,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,3,3,3,5
S-5297,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,4,1,5,1
S-5301,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,4,3,1,5
S-5302,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,4,5,1,1
S-5303,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,2,2,5,1
S-5304,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,2,2,5,1
S-5305,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,4,4,3,1
S-5306,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,3,5,2,1
S-5346,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,2,3,5,1
S-5354,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,3,5,2,3
S-5357,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,2,2,2,3
S-5358,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,2,1,5,5
S-5359,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,2,4,4,4
S-5360,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,4,3,5,4
S-5361,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,5,1,2,2
S-5362,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,5,3,3,1
S-5365,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,3,2,5,3
S-5366,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,2,3,3,3
S-5367,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,4,1,3,5
S-5369,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,5,4,5,3
S-5370,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,3,5,4,4
S-5372,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,3,5,3,3
S-5373,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,1,2,4,2
S-5375,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,3,3,2,5
S-5377,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,3,4,3,3
S-5379,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,1,5,2,1
S-5380,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,5,3,5,4
S-5382,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,2,2,4,3
S-5383,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,3,1,3,4
S-5384,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,1,1,4,4
S-5386,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,4,1,2,3
S-5388,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,5,5,1,5
S-5389,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,1,1,4,2
S-5391,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,3,5,1,5
S-5392,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,5,1,4,4
S-5393,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,2,4,2,2
S-5394,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,2,5,1,5
S-5395,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,3,1,5,4
S-5396,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,1,2,5,1
S-5397,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,2,4,2,4
S-5398,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,2,1,5,4
S-5400,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,3,4,2,4
S-5401,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,4,3,4,5
S-5402,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,4,4,3,5
S-5403,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,2,2,1,1
S-5404,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,5,5,1,5
S-5405,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,2,3,1,2
S-5406,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,5,2,5,4
S-5407,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,1,3,1,3
S-5408,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,4,3,2,1
S-5409,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,3,2,5,5
S-5410,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,1,2,5,5
S-5411,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,2,1,4,3
S-5413,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,5,1,3,4
S-5414,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,4,1,1,1
S-5415,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,3,4,2,2
S-5416,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,1,2,1,3
S-5417,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,3,5,5,2
S-5419,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,3,4,2,5
S-5420,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,5,3,2,2
S-5421,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,3,5,4,5
S-5422,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,1,2,4,3
S-5424,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,1,3,2,5
S-5425,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,3,3,3,1
S-5426,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,1,1,4,1
S-5427,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,5,3,1,4
S-5428,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,3,5,5,1
S-5429,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,5,5,1,5
S-5430,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,3,5,5,2
S-5431,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,4,1,1,2
S-5432,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,1,5,1,2
S-5445,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,4,3,4,1
S-5446,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,3,4,1,1
S-5449,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,1,4,5,2
S-5450,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,2,5,5,5
S-5451,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,2,5,5,4
S-5452,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,2,4,4,4
S-5454,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,2,1,2,4
S-5456,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,5,1,2,4
S-5457,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,2,1,3,2
S-5458,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,2,5,2,1
S-5459,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,4,5,5,2
S-5460,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,2,2,3,2
S-5461,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,1,3,5,5
S-5463,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,2,2,4,2
S-5464,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,4,3,1,1
S-5465,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,3,5,3,4
S-5466,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,2,2,4,1
S-5468,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,1,2,5,5
S-5469,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,4,1,4,2
S-5472,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,2,5,3,2
S-5473,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,5,1,3,4
S-5474,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,3,5,4,1
S-5475,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,4,2,4,3
S-5476,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,5,1,3,4
S-5477,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,2,4,3,2
S-5478,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,3,5,1,5
S-5480,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,1,5,5,5
S-5483,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,4,4,1,4
S-5484,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,2,1,5,2
S-5485,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,5,2,4,2
S-5486,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,3,5,5,2
S-5491,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,3,1,3,5
S-5492,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,4,2,4,5
S-5493,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,4,1,1,2
S-5494,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,5,3,3,4
S-5497,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,1,2,1,4
S-5498,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,4,2,1,2
S-5499,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,5,4,3,3
S-5500,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,4,2,1,4
S-5502,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,4,1,4,1
S-5503,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,1,3,5,1
S-5504,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,2,1,3,2
S-5506,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,1,1,5,1
S-5507,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,2,5,4,3
S-5510,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,2,1,5,2
S-5511,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,2,4,3,1
S-5513,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,1,2,5,2
S-5514,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,1,3,5,5
S-5515,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,2,2,2,2
S-5517,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,2,5,5,4
S-5519,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,1,5,4,5
S-5520,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,3,1,1,1
S-5521,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,4,4,1,4
S-5523,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,2,1,2,1
S-5525,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,1,1,3,1
S-5526,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,2,1,4,4
S-5527,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,3,5,5,3
S-5528,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,4,2,2,1
S-5529,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,1,3,3,4
S-5530,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,5,5,5,4
S-5531,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,1,3,1,2
S-5533,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,5,5,1,5
S-5537,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,5,3,1,2
S-5538,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,2,3,1,2
S-5539,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,4,3,3,3
S-5540,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,4,1,5,2
S-5541,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,1,3,5,3
S-5542,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,3,2,5,3
S-5543,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,2,3,5,1
S-5544,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,4,3,2,2
S-5545,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,4,4,3,4
S-5546,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,3,5,2,3
S-5547,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,3,1,5,4
S-5548,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,5,5,5,2
S-5549,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,5,4,4,2
S-5550,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,2,2,4,1
S-5551,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,3,5,5,3
S-5552,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,5,3,1,1
S-5553,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,1,5,5,2
S-5554,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,2,1,3,4
S-5555,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,5,4,3,2
S-5556,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,2,1,1,3
S-5557,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,4,1,3,5
S-5558,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,1,2,2,5
S-5559,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,3,5,2,3
S-5560,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,1,3,3,5
S-5562,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,5,5,3,1
S-5563,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,2,3,5,1,4
S-5564,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,1,2,4,4
S-5585,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,5,2,3,1
S-5588,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,2,3,2,2
S-5589,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,2,1,5,4
S-5590,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,1,2,5,3
S-5591,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,2,1,2,4
S-5593,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,2,3,1,4
S-5594,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,2,3,4,5
S-5595,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,1,2,3,2
S-5596,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,1,2,2,4
S-5597,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,4,3,1,3
S-5598,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,5,4,4,3
S-5600,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,1,2,5,3
S-5601,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,4,5,4,3
S-5602,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,4,3,4,2
S-5603,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,4,2,2,5
S-5604,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,1,2,1,2
S-5606,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,4,3,3,3
S-5608,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,1,4,2,4
S-5609,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,1,2,2,5
S-5610,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,1,2,4,2
S-5611,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,1,2,4,5
S-5613,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,1,3,2,3
S-5614,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,5,1,4,3
S-5615,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,4,2,5,2
S-5616,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,1,1,3,1
S-5617,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,4,4,4,5
S-5618,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,4,1,2,3
S-5619,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,2,3,5,5
S-5620,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,5,5,5,2
S-5621,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,2,1,1,5
S-5624,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,2,5,2,3
S-5627,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,2,4,2,2
S-5629,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,2,1,5,3
S-5633,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,3,1,5,3
S-5634,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,3,5,2,5
S-5636,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,2,3,2,5
S-5639,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,2,4,4,4
S-5644,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,3,5,1,2
S-5646,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,4,4,5,3
S-5647,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,4,5,5,2
S-5648,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,2,3,5,1
S-5649,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,3,2,3,4
S-5650,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,2,3,4,5
S-5651,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,3,4,3,5
S-5652,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,1,1,1,4
S-5653,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,1,2,3,1
S-5654,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,5,5,1,4
S-5655,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,2,5,3,1
S-5656,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,4,3,5,1
S-5657,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,4,4,3,4
S-5658,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,3,5,3,5
S-5659,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,1,1,4,4
S-5660,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,4,5,2,2
S-5662,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,5,5,3,4
S-5664,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,1,5,5,5
S-5665,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,3,2,3,3
S-5666,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,3,4,2,3
S-5667,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,3,1,2,1
S-5668,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,3,2,4,1
S-5669,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,1,3,1,1
S-5670,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,2,2,3,3
S-5671,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,2,3,3,2
S-5672,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,3,2,1,2
S-5673,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,3,2,5,3
S-5674,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,4,1,1,4
S-5675,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,1,5,4,2
S-5678,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,2,5,3,4
S-5679,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,4,4,5,1
S-5680,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,3,2,2,5
S-5681,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,5,4,5,3
S-5682,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,2,5,5,4
S-5687,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,4,2,1,1
S-5689,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,5,3,5,3
S-5690,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,5,5,1,1
S-5694,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,3,4,5,5
S-5695,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,2,2,1,4
S-5696,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,4,1,5,5
S-5697,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,1,3,3,5
S-5698,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,3,5,1,3
S-5699,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,1,5,2,5
S-5700,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,5,1,3,4
S-5701,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,2,2,3,5
S-5702,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,3,2,2,4
S-5704,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,5,5,4,1
S-5705,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,1,2,2,4
S-5706,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,2,3,3,3
S-5707,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,4,3,1,5
S-5740,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,4,4,4,4
S-5741,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,1,4,5,3
S-5742,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,4,2,4,2
S-5744,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,5,1,5,3
